Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Alzheimer's Disease	C0002395	G3BP1	10146	Q13283	G3BP stress granule assembly factor 1	Nucleic acid binding	78	0.597	0.654	0.033122	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	FARP1	10160	Q9Y4F1	FERM, ARH/RhoGEF and pleckstrin domain protein 1		24	0.769	0.231	5.0676e-06	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	STAG3L5P	101735302		stromal antigen 3-like 5 pseudogene		2	1.0	0.077		0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	STAG3L5P-PVRIG2P-PILRB	101752399		STAG3L5P-PVRIG2P-PILRB readthrough		3	1.0	0.077		0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	LINC02653	101926942		long intergenic non-protein coding RNA 2653		1	1.0	0.077		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	LINC01712	101927542		long intergenic non-protein coding RNA 1712		1	1.0	0.077		0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	LINC01725	101927587		long intergenic non-protein coding RNA 1725		3	1.0	0.077		0.1		1.0	2	2	2010.0	2011.0
Alzheimer's Disease	C0002395	LINC01508	101927873		long intergenic non-protein coding RNA 1508		3	1.0	0.077		0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	LINC02268	101928509		long intergenic non-protein coding RNA 2268		4	0.931	0.115		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	LINC02325	101929241		long intergenic non-protein coding RNA 2325		1	1.0	0.077		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	MEF2C-AS1	101929423		MEF2C antisense RNA 1		23	0.861	0.154		0.1		1.0	2	4	2013.0	2016.0
Alzheimer's Disease	C0002395	TSHZ1	10194	Q6ZSZ6	teashirt zinc finger homeobox 1	Transcription factor	99	0.569	0.731	0.9973	0.1		1.0	11	1	1996.0	2018.0
Alzheimer's Disease	C0002395	DCAF7	10238	P61962	DDB1 and CUL4 associated factor 7		8	0.821	0.231	0.93284	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	SIGMAR1	10280	Q99720	sigma non-opioid intracellular receptor 1		190	0.544	0.808	0.1678	0.1		1.0	17	1	2005.0	2020.0
Alzheimer's Disease	C0002395	BCKDK	10295	O14874	branched chain keto acid dehydrogenase kinase	Kinase	12	0.769	0.154	5.6598e-05	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	RTN3	10313	O95197	reticulon 3		45	0.647	0.615	6.6163e-05	0.1		1.0	11	0	2006.0	2019.0
Alzheimer's Disease	C0002395	ABCA8	10351	O94911	ATP binding cassette subfamily A member 8	Transporter	13	0.821	0.231	1.609e-52	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	CDR1	1038	P51861	cerebellar degeneration related protein 1		87	0.576	0.808		0.1		0.952	21	0	2001.0	2019.0
Alzheimer's Disease	C0002395	GEMIN7-AS1	105372419		GEMIN7 antisense RNA 1		1	1.0	0.077		0.1		1.0	2	6	2018.0	2019.0
Alzheimer's Disease	C0002395	UPK3B	105375355	Q9BT76	uroplakin 3B		82	0.584	0.808	0.00023426	0.1		1.0	11	0	2004.0	2019.0
Alzheimer's Disease	C0002395	LINC00972	105375380		long intergenic non-protein coding RNA 972		2	0.931	0.115		0.1		1.0	1	5	2009.0	2009.0
Alzheimer's Disease	C0002395	LINC02008	105377180		long intergenic non-protein coding RNA 2008		2	1.0	0.077		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	AHSA1	10598	O95433	activator of HSP90 ATPase activity 1		526	0.396	0.923	0.99896	0.1		1.0	24	1	2000.0	2020.0
Alzheimer's Disease	C0002395	KHDRBS1	10657	Q07666	KH RNA binding domain containing, signal transduction associated 1	Nucleic acid binding	289	0.457	0.846	0.99423	0.1		0.909	11	0	2005.0	2019.0
Alzheimer's Disease	C0002395	MTCO2P12	107075310		MT-CO2 pseudogene 12		703	0.368	0.962		0.1		0.96	25	0	1997.0	2019.0
Alzheimer's Disease	C0002395	CETP	1071	P11597	cholesteryl ester transfer protein		188	0.512	0.731	1.1892e-23	0.1		0.889	18	2	2004.0	2018.0
Alzheimer's Disease	C0002395	STAG3	10734	Q9UJ98	stromal antigen 3	Nucleic acid binding	27	0.722	0.385	8.7188e-13	0.1		1.0	1	1	2019.0	2019.0
Alzheimer's Disease	C0002395	AHCYL1	10768	O43865	adenosylhomocysteinase like 1	Enzyme	9	0.861	0.269	0.99429	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	LINC01965	107985928		long intergenic non-protein coding RNA 1965		2	1.0	0.077		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	TPPP	11076	O94811	tubulin polymerization promoting protein	Cellular structure	110	0.57	0.692	0.20334	0.1		0.929	14	0	2001.0	2019.0
Alzheimer's Disease	C0002395	AKR1C4	1109	P17516	aldo-keto reductase family 1 member C4	Enzyme	76	0.587	0.846	2.2341e-17	0.1		0.929	14	0	2001.0	2019.0
Alzheimer's Disease	C0002395	CLASRP	11129	Q8N2M8	CLK4 associating serine/arginine rich protein	Nucleic acid binding	2	0.931	0.154	0.43077	0.1		1.0	2	3	2018.0	2019.0
Alzheimer's Disease	C0002395	CHI3L1	1116	P36222	chitinase 3 like 1		420	0.419	0.885	1.1133e-05	0.1		0.97	33	2	2014.0	2020.0
Alzheimer's Disease	C0002395	PSIP1	11168	O75475	PC4 and SFRS1 interacting protein 1	Signaling	210	0.49	0.846	0.99668	0.1		1.0	13	0	1998.0	2019.0
Alzheimer's Disease	C0002395	CHN2	1124	P52757	chimerin 2		25	0.711	0.615	0.0023008	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	CDCA5	113130	Q96FF9	cell division cycle associated 5		105	0.563	0.808	0.0011583	0.1		1.0	11	0	2004.0	2019.0
Alzheimer's Disease	C0002395	ACOT7	11332	O00154	acyl-CoA thioesterase 7	Enzyme	146	0.531	0.769	0.75926	0.1		1.0	20	3	1996.0	2019.0
Alzheimer's Disease	C0002395	CHRNA2	1135	Q15822	cholinergic receptor nicotinic alpha 2 subunit	Ion channel	29	0.705	0.385	6.4532e-10	0.1		1.0	2	3	2018.0	2019.0
Alzheimer's Disease	C0002395	CHRNA4	1137	P43681	cholinergic receptor nicotinic alpha 4 subunit	Ion channel	248	0.492	0.808	8.5474e-05	0.1		1.0	29	0	1999.0	2019.0
Alzheimer's Disease	C0002395	NLRP3	114548	Q96P20	NLR family pyrin domain containing 3		805	0.361	0.962	0.00081103	0.1		1.0	43	0	2013.0	2019.0
Alzheimer's Disease	C0002395	ALPK2	115701	Q86TB3	alpha kinase 2	Kinase	19	0.751	0.346	1.0376e-21	0.1		1.0	1	1	2019.0	2019.0
Alzheimer's Disease	C0002395	MED12L	116931	Q86YW9	mediator complex subunit 12L	Transcription factor	19	0.839	0.269	1.0	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	ARAP2	116984	Q8WZ64	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2		7	0.839	0.269	8.7668e-14	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	C10orf71	118461	Q711Q0	chromosome 10 open reading frame 71		1	1.0	0.077	1.9625e-09	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	SERPINA3	12	P01011	serpin family A member 3	Enzyme modulator	229	0.486	0.846	8.833e-14	0.1		0.926	68	2	1988.0	2019.0
Alzheimer's Disease	C0002395	LRRK2	120892	Q5S007	leucine rich repeat kinase 2	Kinase	231	0.51	0.808	2.5757e-30	0.1		0.783	23	8	2005.0	2019.0
Alzheimer's Disease	C0002395	CLPTM1	1209	O96005	CLPTM1 regulator of GABA type A receptor forward trafficking	Enzyme	14	0.769	0.346	0.95767	0.1		1.0	3	9	2011.0	2019.0
Alzheimer's Disease	C0002395	ANO4	121601	Q32M45	anoctamin 4		18	0.78	0.192	0.00032204	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	AGBL1	123624	Q96MI9	ATP/GTP binding protein like 1	Enzyme	15	0.78	0.231	1.4377e-30	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	ACKR2	1238	O00590	atypical chemokine receptor 2	G-protein coupled receptor	59	0.641	0.615	0.001388	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CEACAM20	125931	Q6UY09	CEA cell adhesion molecule 20		3	0.931	0.115		0.1		1.0	2	1	2018.0	2019.0
Alzheimer's Disease	C0002395	ZNF813	126017	Q6ZN06	zinc finger protein 813		3	1.0	0.077	0.63585	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	CNR2	1269	P34972	cannabinoid receptor 2	G-protein coupled receptor	197	0.509	0.846	6.5369e-06	0.1		1.0	13	0	2003.0	2019.0
Alzheimer's Disease	C0002395	COL4A4	1286	P53420	collagen type IV alpha 4 chain		53	0.644	0.5	6.7123e-16	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	COL12A1	1303	Q99715	collagen type XII alpha 1 chain	Receptor	93	0.615	0.692	0.97361	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	COMT	1312	P21964	catechol-O-methyltransferase	Enzyme	622	0.4	0.923	1.1377e-06	0.1		0.897	29	2	1999.0	2020.0
Alzheimer's Disease	C0002395	CP	1356	P00450	ceruloplasmin	Enzyme	283	0.466	0.846	4.2013e-10	0.1		1.0	23	0	2007.0	2020.0
Alzheimer's Disease	C0002395	CR1L	1379	Q2VPA4	complement C3b/C4b receptor 1 like		6	0.931	0.115	7.6434e-27	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	CREB1	1385	P16220	cAMP responsive element binding protein 1		294	0.463	0.885	0.99673	0.1		1.0	18	0	2006.0	2020.0
Alzheimer's Disease	C0002395	CRK	1398	P46108	CRK proto-oncogene, adaptor protein		544	0.394	0.923	0.95936	0.1		1.0	22	0	2000.0	2020.0
Alzheimer's Disease	C0002395	CRMP1	1400	Q14194	collapsin response mediator protein 1	Enzyme	148	0.525	0.808	0.99173	0.1		1.0	12	0	2009.0	2020.0
Alzheimer's Disease	C0002395	CRP	1401	P02741	C-reactive protein		1483	0.299	0.962	0.0036969	0.1		0.906	32	0	2000.0	2019.0
Alzheimer's Disease	C0002395	PARP1	142	P09874	poly(ADP-ribose) polymerase 1		565	0.389	0.923	0.00033366	0.1		0.944	18	1	2005.0	2019.0
Alzheimer's Disease	C0002395	CSF2	1437	P04141	colony stimulating factor 2	Signaling	1028	0.33	0.962	0.83468	0.1		0.966	294	0	2004.0	2020.0
Alzheimer's Disease	C0002395	LINC00343	144920		long intergenic non-protein coding RNA 343		3	1.0	0.077		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	TCAM1P	146771		testicular cell adhesion molecule 1, pseudogene		4	0.931	0.154		0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	IGSF23	147710	A1L1A6	immunoglobulin superfamily member 23		4	0.861	0.154	0.0096591	0.1		1.0	2	3	2018.0	2019.0
Alzheimer's Disease	C0002395	CTNNA2	1496	P26232	catenin alpha 2	Cellular structure	55	0.663	0.5	0.42501	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CTSB	1508	P07858	cathepsin B	Enzyme	304	0.457	0.846	5.8819e-11	0.1		1.0	23	0	2006.0	2019.0
Alzheimer's Disease	C0002395	CTSD	1509	P07339	cathepsin D	Enzyme	242	0.478	0.846	0.00091747	0.1		0.887	53	3	1991.0	2020.0
Alzheimer's Disease	C0002395	RMDN2	151393	Q96LZ7	regulator of microtubule dynamics 2		137	0.531	0.769	4.4061e-24	0.1		1.0	23	0	1999.0	2019.0
Alzheimer's Disease	C0002395	CUX1	1523	P39880;Q13948	cut like homeobox 1	Transcription factor	283	0.465	0.846	1.0	0.1		1.0	15	0	1993.0	2019.0
Alzheimer's Disease	C0002395	SLC25A48	153328	Q6ZT89	solute carrier family 25 member 48	Transporter	1	1.0	0.077	0.00015155	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	NKAIN2	154215	Q5VXU1	sodium/potassium transporting ATPase interacting 2		25	0.716	0.462	0.023684	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CYP8B1	1582	Q9UNU6	cytochrome P450 family 8 subfamily B member 1		32	0.711	0.269	2.0558e-05	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CYP19A1	1588	P11511	cytochrome P450 family 19 subfamily A member 1	Enzyme	519	0.41	0.885	1.7022e-05	0.1		1.0	21	10	2004.0	2019.0
Alzheimer's Disease	C0002395	DAPK1	1612	P53355	death associated protein kinase 1	Kinase	249	0.472	0.808	0.99767	0.1		1.0	14	2	2006.0	2019.0
Alzheimer's Disease	C0002395	FSIP1	161835	Q8NA03	fibrous sheath interacting protein 1		47	0.663	0.615	7.6972e-14	0.1		0.923	13	0	2002.0	2019.0
Alzheimer's Disease	C0002395	DBN1	1627	Q16643	drebrin 1	Cellular structure	54	0.633	0.538	0.99705	0.1		1.0	17	0	2004.0	2019.0
Alzheimer's Disease	C0002395	DMXL1	1657	Q9Y485	Dmx like 1		8	0.805	0.154	1.0	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	BMPER	168667	Q8N8U9	BMP binding endothelial regulator	Enzyme modulator	75	0.641	0.577	6.5881e-07	0.1		1.0	1	6	2014.0	2014.0
Alzheimer's Disease	C0002395	DLG4	1742	P78352	discs large MAGUK scaffold protein 4	Receptor	91	0.595	0.654	0.99954	0.1		1.0	24	0	2006.0	2020.0
Alzheimer's Disease	C0002395	DLX5	1749	P56178	distal-less homeobox 5	Transcription factor	69	0.604	0.692	0.21842	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	DPP4	1803	P27487	dipeptidyl peptidase 4	Enzyme	451	0.42	0.808	7.2797e-09	0.1		1.0	11	0	2015.0	2019.0
Alzheimer's Disease	C0002395	RCAN1	1827	P53805	regulator of calcineurin 1	Signaling	110	0.572	0.808	0.016675	0.1		1.0	25	0	2003.0	2019.0
Alzheimer's Disease	C0002395	AGT	183	P01019	angiotensinogen	Enzyme modulator	765	0.367	0.923	4.9706e-08	0.1		0.952	21	0	2001.0	2020.0
Alzheimer's Disease	C0002395	DYRK1A	1859	Q13627	dual specificity tyrosine phosphorylation regulated kinase 1A	Kinase	212	0.533	0.769	0.99967	0.1		1.0	38	0	2005.0	2020.0
Alzheimer's Disease	C0002395	PLPP4	196051	Q5VZY2	phospholipid phosphatase 4	Enzyme	8	0.805	0.231	0.0001828	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	AIF1	199	P55008	allograft inflammatory factor 1	Calcium-binding protein	166	0.521	0.808	1.8793e-06	0.1		0.8	15	0	2005.0	2019.0
Alzheimer's Disease	C0002395	ABCA2	20	Q9BZC7	ATP binding cassette subfamily A member 2	Transporter	38	0.67	0.615	1.0	0.1		1.0	10	2	2004.0	2017.0
Alzheimer's Disease	C0002395	SPRED2	200734	Q7Z698	sprouty related EVH1 domain containing 2	Receptor	38	0.711	0.577	2.8684e-07	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	C3orf67	200844	Q6ZVT6	chromosome 3 open reading frame 67	Enzyme	3	0.89	0.192	9.4026e-11	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	ENO2	2026	P09104	enolase 2	Enzyme	239	0.475	0.846	0.38396	0.1		0.929	14	0	1993.0	2019.0
Alzheimer's Disease	C0002395	C9orf72	203228	Q96LT7	C9orf72-SMCR8 complex subunit		258	0.496	0.769	1.0647e-06	0.1		1.0	25	0	2012.0	2019.0
Alzheimer's Disease	C0002395	EPHB2	2048	P29323	EPH receptor B2	Kinase	649	0.374	0.846	0.99997	0.1		1.0	15	0	2004.0	2019.0
Alzheimer's Disease	C0002395	EPO	2056	P01588	erythropoietin		646	0.381	0.885	0.01125	0.1		0.933	15	0	2012.0	2019.0
Alzheimer's Disease	C0002395	AKT1	207	P31749	AKT serine/threonine kinase 1	Kinase	1250	0.311	0.962	0.9759	0.1		1.0	22	1	2011.0	2019.0
Alzheimer's Disease	C0002395	EYA4	2070	O95677	EYA transcriptional coactivator and phosphatase 4		82	0.604	0.615	0.04872	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	ESR2	2100	Q92731	estrogen receptor 2	Nuclear receptor	528	0.4	0.923	4.4516e-08	0.1		1.0	17	8	2001.0	2020.0
Alzheimer's Disease	C0002395	ALB	213	P02768	albumin	Transporter	1198	0.317	0.962	0.64329	0.1		0.963	27	0	1987.0	2020.0
Alzheimer's Disease	C0002395	ALDH2	217	P05091	aldehyde dehydrogenase 2 family member	Enzyme	337	0.457	0.885	3.3959e-10	0.1		0.867	15	1	2004.0	2020.0
Alzheimer's Disease	C0002395	FANCD2	2177	Q9BXW9	FA complementation group D2		272	0.479	0.885	1.0974e-30	0.1		1.0	16	3	1990.0	2019.0
Alzheimer's Disease	C0002395	CCDC83	220047	Q8IWF9	coiled-coil domain containing 83		7	0.861	0.231	1.1628e-09	0.1		1.0	1	3	2012.0	2012.0
Alzheimer's Disease	C0002395	CCDC89	220388	Q8N998	coiled-coil domain containing 89		1	1.0	0.077	7.8532e-05	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	KDM1B	221656	Q8NB78	lysine demethylase 1B	Epigenetic regulator	22	0.736	0.385	0.0014005	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	FCN2	2220	Q15485	ficolin 2	Signaling	159	0.517	0.846	3.5646e-11	0.1		1.0	12	0	2004.0	2019.0
Alzheimer's Disease	C0002395	ATXN7L1	222255	Q9ULK2	ataxin 7 like 1		9	0.89	0.154	0.99884	0.1		1.0	1	1	2012.0	2012.0
Alzheimer's Disease	C0002395	ADGRF2	222611	Q8IZF7	adhesion G protein-coupled receptor F2	G-protein coupled receptor	1	1.0	0.077	2.5133e-24	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	FGF10	2255	O15520	fibroblast growth factor 10	Signaling	152	0.53	0.692	0.93779	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	SIRT2	22933	Q8IXJ6	sirtuin 2	Epigenetic regulator	172	0.51	0.769	2.3295e-08	0.1		1.0	10	1	2013.0	2020.0
Alzheimer's Disease	C0002395	DKK1	22943	O94907	dickkopf WNT signaling pathway inhibitor 1		372	0.439	0.885	0.17423	0.1		1.0	13	0	2006.0	2019.0
Alzheimer's Disease	C0002395	MYO16	23026	Q9Y6X6	myosin XVI		33	0.722	0.308	0.99851	0.1		1.0	3	3	2014.0	2019.0
Alzheimer's Disease	C0002395	ZNF292	23036	O60281	zinc finger protein 292	Enzyme	53	0.695	0.423	1.0	0.1		1.0	1	1	2011.0	2011.0
Alzheimer's Disease	C0002395	HECW1	23072	Q76N89	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	Enzyme	13	0.792	0.346	0.99982	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	COLGALT2	23127	Q8IYK4	collagen beta(1-O)galactosyltransferase 2	Enzyme	10	0.805	0.269	1.0935e-10	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	FBXL7	23194	Q9UJT9	F-box and leucine rich repeat protein 7		15	0.769	0.346	0.31497	0.1		1.0	1	1	2015.0	2015.0
Alzheimer's Disease	C0002395	PRRC2C	23215	Q9Y520	proline rich coiled-coil 2C	Enzyme	12	0.839	0.192	1.0	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	KAZN	23254	Q674X7	kazrin, periplakin interacting protein		16	0.792	0.192	0.59671	0.1		1.0	1	1	2018.0	2018.0
Alzheimer's Disease	C0002395	CLEC16A	23274	Q2KHT3	C-type lectin domain containing 16A		67	0.612	0.654	0.27595	0.1		1.0	1	1	2011.0	2011.0
Alzheimer's Disease	C0002395	WWC1	23286	Q8IX03	WW and C2 domain containing 1		71	0.61	0.692	0.00039438	0.1		0.95	20	2	2008.0	2019.0
Alzheimer's Disease	C0002395	ACSL6	23305	Q9UKU0	acyl-CoA synthetase long chain family member 6	Enzyme	30	0.686	0.5	0.0032201	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	SZT2	23334	Q5T011	SZT2 subunit of KICSTOR complex		72	0.67	0.423	2.3263e-14	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	SIRT3	23410	Q9NTG7	sirtuin 3	Epigenetic regulator	227	0.488	0.731	0.00016261	0.1		0.941	17	0	2008.0	2020.0
Alzheimer's Disease	C0002395	SIRT1	23411	Q96EB6	sirtuin 1	Epigenetic regulator	675	0.378	0.885	0.087326	0.1		0.981	53	0	2005.0	2020.0
Alzheimer's Disease	C0002395	NCS1	23413	P62166	neuronal calcium sensor 1		48	0.656	0.615	0.66434	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	TARDBP	23435	Q13148	TAR DNA binding protein		245	0.493	0.808	0.98542	0.1		0.976	83	1	2008.0	2020.0
Alzheimer's Disease	C0002395	SMUG1	23583	Q53HV7	single-strand-selective monofunctional uracil-DNA glycosylase 1		1034	0.322	0.923	0.00045154	0.1		0.985	67	0	2017.0	2020.0
Alzheimer's Disease	C0002395	DAPK2	23604	Q9UIK4	death associated protein kinase 2	Kinase	130	0.536	0.692	5.0088e-10	0.1		1.0	12	0	2009.0	2020.0
Alzheimer's Disease	C0002395	CBLC	23624	Q9ULV8	Cbl proto-oncogene C	Enzyme	15	0.821	0.192	4.2394e-11	0.1		1.0	2	4	2018.0	2019.0
Alzheimer's Disease	C0002395	NUP62	23636	P37198	nucleoporin 62	Transporter	273	0.47	0.885	0.95006	0.1		0.909	11	1	2005.0	2019.0
Alzheimer's Disease	C0002395	PLD3	23646	Q8IV08	phospholipase D family member 3		29	0.7	0.462	1.754e-05	0.1		0.929	14	2	2014.0	2018.0
Alzheimer's Disease	C0002395	SGK3	23678	Q96BR1	serum/glucocorticoid regulated kinase family member 3		36	0.674	0.654	8.5621e-07	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	ALOX5	240	P09917	arachidonate 5-lipoxygenase	Enzyme	342	0.447	0.885	1.2059e-06	0.1		0.967	30	0	2000.0	2018.0
Alzheimer's Disease	C0002395	STH	246744	Q8IWL8	saitohin		27	0.705	0.385		0.1		0.882	17	1	2002.0	2017.0
Alzheimer's Disease	C0002395	MTOR	2475	P42345	mechanistic target of rapamycin kinase	Kinase	960	0.343	0.885	1.0	0.1		1.0	40	0	2005.0	2019.0
Alzheimer's Disease	C0002395	FYN	2534	P06241	FYN proto-oncogene, Src family tyrosine kinase	Kinase	116	0.556	0.731	0.99406	0.1		1.0	10	1	2004.0	2019.0
Alzheimer's Disease	C0002395	CALHM1	255022	Q8IU99	calcium homeostasis modulator 1	Ion channel	16	0.769	0.269	1.7556e-05	0.1		0.826	23	3	2008.0	2016.0
Alzheimer's Disease	C0002395	GABPA	2551	Q06546	GA binding protein transcription factor subunit alpha	Transcription factor	632	0.379	0.885	0.99812	0.1		1.0	37	0	2009.0	2020.0
Alzheimer's Disease	C0002395	GABRA2	2555	P47869	gamma-aminobutyric acid type A receptor subunit alpha2	Ion channel	60	0.641	0.346	0.99598	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	PCSK9	255738	Q8NBP7	proprotein convertase subtilisin/kexin type 9	Enzyme	257	0.482	0.808	2.7059e-17	0.1		1.0	10	0	2016.0	2020.0
Alzheimer's Disease	C0002395	ANKRD31	256006	Q8N7Z5	ankyrin repeat domain 31		2	1.0	0.077	1.8697e-21	0.1		1.0	1	1	2019.0	2019.0
Alzheimer's Disease	C0002395	STEAP1B	256227	Q6NZ63	STEAP family member 1B		10	1.0	0.077	1.2368e-05	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	GABRG3	2567	Q99928	gamma-aminobutyric acid type A receptor subunit gamma3	Ion channel	25	0.711	0.423	0.84683	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	QPCT	25797	Q16769	glutaminyl-peptide cyclotransferase	Enzyme	94	0.568	0.731	1.1987e-15	0.1		0.958	24	0	2008.0	2019.0
Alzheimer's Disease	C0002395	BACE2	25825	Q9Y5Z0	beta-secretase 2	Enzyme	54	0.628	0.615	0.0067632	0.1		0.909	22	1	2000.0	2019.0
Alzheimer's Disease	C0002395	RNF19A	25897	Q9NV58	ring finger protein 19A, RBR E3 ubiquitin protein ligase	Enzyme	523	0.397	0.923	0.025305	0.1		1.0	22	0	2000.0	2020.0
Alzheimer's Disease	C0002395	GAP43	2596	P17677	growth associated protein 43		109	0.564	0.731	0.021461	0.1		0.8	10	0	1995.0	2019.0
Alzheimer's Disease	C0002395	CNTNAP2	26047	Q9UHC6	contactin associated protein 2		203	0.53	0.846	2.8673e-09	0.1		1.0	3	3	2015.0	2019.0
Alzheimer's Disease	C0002395	POLDIP2	26073	Q9Y2S7	DNA polymerase delta interacting protein 2		530	0.396	0.923	0.41407	0.1		1.0	22	0	2000.0	2020.0
Alzheimer's Disease	C0002395	TRPC4AP	26133	Q8TEL6	transient receptor potential cation channel subfamily C member 4 associated protein		19	0.76	0.231	0.55209	0.1		1.0	1	4	2009.0	2009.0
Alzheimer's Disease	C0002395	GATA1	2623	P15976	GATA binding protein 1		264	0.483	0.808	0.94798	0.1			0	0		
Alzheimer's Disease	C0002395	GCG	2641	P01275	glucagon		441	0.431	0.885	0.034814	0.1		1.0	37	0	1999.0	2020.0
Alzheimer's Disease	C0002395	GCHFR	2644	P30047	GTP cyclohydrolase I feedback regulator		89	0.579	0.808	0.048251	0.1		1.0	11	0	2004.0	2019.0
Alzheimer's Disease	C0002395	TSPAN16	26526	Q9UKR8	tetraspanin 16		6	0.839	0.231	4.0908e-06	0.1		1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	GDNF	2668	P39905	glial cell derived neurotrophic factor	Signaling	409	0.434	0.885	0.2035	0.1		1.0	12	0	2004.0	2019.0
Alzheimer's Disease	C0002395	GFAP	2670	P14136	glial fibrillary acidic protein		447	0.421	0.885	1.4601e-06	0.1		0.949	59	0	1987.0	2020.0
Alzheimer's Disease	C0002395	GIP	2695	P09681	gastric inhibitory polypeptide		110	0.57	0.654	0.27108	0.1		1.0	10	0	2013.0	2019.0
Alzheimer's Disease	C0002395	SIGLEC7	27036	Q9Y286	sialic acid binding Ig like lectin 7	Receptor	137	0.535	0.846	2.388e-07	0.1		1.0	13	0	1998.0	2019.0
Alzheimer's Disease	C0002395	PDE7B	27115	Q9NP56	phosphodiesterase 7B		34	0.691	0.423	0.54578	0.1		1.0	1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	HPGDS	27306	O60760	hematopoietic prostaglandin D synthase		570	0.388	0.923	1.8063e-06	0.1		1.0	10	0	1999.0	2016.0
Alzheimer's Disease	C0002395	TNRC6A	27327	Q8NDV7	trinucleotide repeat containing adaptor 6A		39	0.674	0.346	1.0	0.1		1.0	1	1	2014.0	2014.0
